LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
2.0,25.0,0.0,16.0,8.0,40.0,13.0,0.19,16.0,1.0,0.08,43.0,9.0,0.67,52.0,0.0,12.0,0.92,22.12,57.0,71859.2,0.42,242.0,0.02,3992.18,1260.69,0.69,12.0,20.0,32.0,0.15,108.0,134.0,18.0,19.0,84.0,31.58,68.0,0
5.0,9.0,5.0,1.0,6.0,16.0,5.0,0.15,8.0,4.0,0.8,20.0,1.0,0.0,32.0,0.0,5.0,1.0,35.4,34.13,41218.87,0.4,224.0,0.03,2289.94,1207.88,0.2,4.0,8.0,17.0,0.06,91.0,133.0,24.0,18.0,84.0,17.95,33.0,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,10.44,3.5,127.89,0.01,11.0,0.29,7.11,36.54,1.0,0.0,0.0,4.0,0.2,3.0,8.0,3.0,7.0,5.0,0.0,2.0,0
16.0,29.0,2.0,4.0,18.0,54.0,15.0,0.16,26.0,3.0,0.2,64.0,3.0,0.14,91.0,0.0,1.0,0.07,85.05,35.1,104798.43,1.0,475.0,0.03,5822.13,2985.57,0.2,14.0,27.0,51.0,0.11,218.0,257.0,59.0,19.0,131.0,19.47,95.0,0
14.0,7.0,4.0,2.0,33.0,12.0,4.0,0.13,6.0,4.0,1.0,16.0,1.0,0.0,30.0,0.0,4.0,1.0,55.71,13.46,10098.99,0.25,140.0,0.07,561.05,750.06,0.25,3.0,6.0,14.0,0.05,58.0,82.0,28.0,13.0,81.0,53.85,32.0,0
3.0,7.0,1.0,0.0,3.0,10.0,4.0,0.29,4.0,1.0,0.25,13.0,4.0,1.0,14.0,0.0,2.0,0.5,18.46,12.5,2884.41,0.08,48.0,0.08,160.25,230.75,1.0,3.0,5.0,11.0,0.17,25.0,23.0,14.0,14.0,23.0,17.65,14.0,0
2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.2,0.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,2.0,1.0,21.6,5.0,540.0,0.04,27.0,0.2,30.0,108.0,0.5,0.0,0.0,6.0,0.14,10.0,17.0,8.0,8.0,14.0,10.0,10.0,0
5.0,13.0,2.0,0.0,2.0,18.0,7.0,0.13,6.0,4.0,0.57,20.0,5.0,0.67,53.0,0.0,7.0,1.0,49.71,24.17,29043.67,0.4,214.0,0.04,1613.54,1201.55,0.71,6.0,9.0,15.0,0.11,91.0,123.0,32.0,17.0,66.0,3.64,53.0,0
2.0,3.0,1.0,2.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,6.0,1.0,0.0,7.0,1.0,1.0,0.5,16.73,5.5,506.0,0.03,23.0,0.18,28.11,92.0,0.5,1.0,2.0,6.0,0.15,11.0,12.0,8.0,8.0,13.0,22.22,9.0,0
260.0,37.0,8.0,11.0,28.0,72.0,19.0,0.1,36.0,17.0,0.89,84.0,1.0,0.0,183.0,0.0,14.0,0.74,101.25,35.75,129435.43,1.21,583.0,0.03,7190.86,3620.11,0.05,18.0,36.0,67.0,0.04,207.0,376.0,55.0,19.0,485.0,17.57,194.0,1
4.0,7.0,3.0,0.0,3.0,10.0,4.0,0.29,4.0,2.0,0.5,14.0,3.0,0.67,14.0,1.0,4.0,1.0,15.01,12.0,2161.02,0.06,41.0,0.08,120.06,180.09,0.75,3.0,5.0,12.0,0.17,18.0,23.0,9.0,12.0,23.0,17.65,14.0,0
60.0,71.0,13.0,76.0,26.0,124.0,38.0,0.13,62.0,37.0,0.97,191.0,1.0,0.0,209.0,0.0,17.0,0.45,116.79,66.0,508729.44,2.57,1126.0,0.02,28262.75,7708.02,0.03,31.0,62.0,155.0,0.1,528.0,598.0,92.0,23.0,373.0,32.8,285.0,1
4.0,11.0,2.0,0.0,1.0,20.0,6.0,0.23,10.0,3.0,0.5,24.0,5.0,0.8,26.0,0.0,5.0,0.83,37.03,12.75,6019.08,0.16,87.0,0.08,334.39,472.09,0.83,5.0,10.0,20.0,0.18,39.0,48.0,26.0,17.0,33.0,3.7,26.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,2.0,0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.14,0.0,1.0,1.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,23.39,9.19,1974.2,0.07,55.0,0.11,109.68,214.88,1.0,0.0,0.0,8.0,0.08,21.0,34.0,8.0,7.0,12.0,22.22,7.0,0
1.0,3.0,3.0,2.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,13.88,6.4,568.39,0.03,24.0,0.16,31.58,88.81,0.5,1.0,2.0,7.0,0.15,8.0,16.0,5.0,8.0,13.0,20.0,10.0,1
11.0,109.0,5.0,0.0,4.0,216.0,55.0,0.17,108.0,2.0,0.04,272.0,1.0,0.0,320.0,0.0,54.0,0.98,289.79,30.0,260810.72,2.9,1246.0,0.03,14489.48,8693.69,0.02,54.0,108.0,219.0,0.16,570.0,676.0,114.0,12.0,337.0,1.23,320.0,0
9.0,21.0,4.0,3.0,47.0,38.0,11.0,0.24,18.0,3.0,0.27,49.0,8.0,0.7,42.0,0.0,4.0,0.36,19.25,40.59,31716.38,0.26,150.0,0.02,1762.02,781.42,0.73,10.0,19.0,40.0,0.11,69.0,81.0,17.0,20.0,103.0,54.35,45.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
7.0,13.0,5.0,5.0,11.0,24.0,7.0,0.11,12.0,7.0,1.0,32.0,1.0,0.0,58.0,0.0,7.0,1.0,69.98,27.32,52234.72,0.64,325.0,0.04,2901.93,1911.86,0.14,6.0,12.0,27.0,0.08,135.0,190.0,42.0,17.0,83.0,21.62,63.0,0
5.0,5.0,1.0,1.0,8.0,8.0,3.0,0.13,4.0,2.0,0.67,11.0,1.0,0.0,22.0,0.0,3.0,1.0,21.51,13.0,3635.88,0.09,61.0,0.08,201.99,279.68,0.33,2.0,4.0,10.0,0.08,26.0,35.0,12.0,12.0,38.0,29.03,23.0,0
15.0,15.0,4.0,0.0,19.0,28.0,8.0,0.11,14.0,6.0,0.75,56.0,1.0,0.0,75.0,0.0,8.0,1.0,121.01,21.78,57405.04,0.88,430.0,0.05,3189.17,2635.59,0.13,7.0,14.0,50.0,0.07,191.0,239.0,57.0,13.0,111.0,20.21,75.0,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,4.0,0.14,5.0,4.0,4.0,4.0,7.0,0.0,6.0,0
11.0,99.0,18.0,32.0,51.0,150.0,50.0,0.27,50.0,21.0,0.42,233.0,31.0,0.61,152.0,0.0,35.0,0.7,66.03,112.0,828245.12,2.47,1160.0,0.01,46013.62,7395.05,0.62,50.0,83.0,185.0,0.2,440.0,720.0,55.0,28.0,248.0,35.32,184.0,1
0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,15.85,2.0,63.4,0.01,10.0,0.5,3.52,31.7,1.0,0.0,0.0,5.0,0.14,5.0,5.0,5.0,4.0,7.0,20.0,4.0,0
5.0,7.0,0.0,1.0,6.0,12.0,4.0,0.21,6.0,1.0,0.25,14.0,1.0,0.0,18.0,0.0,4.0,1.0,24.65,8.59,1819.34,0.07,49.0,0.12,101.07,211.77,0.25,3.0,6.0,12.0,0.11,21.0,28.0,11.0,9.0,36.0,28.0,19.0,0
4.0,15.0,5.0,3.0,2.0,22.0,8.0,0.17,10.0,6.0,0.75,32.0,1.0,0.0,43.0,0.0,4.0,0.5,35.03,27.5,26492.79,0.32,169.0,0.04,1471.82,963.37,0.13,6.0,11.0,26.0,0.15,75.0,94.0,30.0,22.0,54.0,10.42,46.0,0
6.0,9.0,2.0,0.0,1.0,6.0,6.0,0.1,2.0,4.0,0.67,17.0,4.0,0.6,60.0,0.0,4.0,0.67,37.8,32.22,39260.58,0.41,180.0,0.03,2181.14,1218.27,0.67,2.0,3.0,13.0,0.09,61.0,119.0,53.0,56.0,69.0,1.64,60.0,0
70.0,15.0,44.0,2.0,78.0,28.0,8.0,0.05,14.0,2.0,0.25,109.0,1.0,0.0,154.0,0.0,2.0,0.25,71.48,75.17,403919.33,1.79,957.0,0.01,22439.96,5373.28,0.13,7.0,14.0,103.0,0.03,283.0,674.0,32.0,17.0,306.0,34.19,156.0,0
14.0,60.0,9.0,7.0,27.0,104.0,31.0,0.24,48.0,26.0,0.84,126.0,1.0,0.0,121.0,0.0,31.0,1.0,87.83,42.11,155774.83,1.23,567.0,0.02,8654.16,3698.86,0.03,28.0,52.0,97.0,0.18,268.0,299.0,70.0,22.0,171.0,21.94,128.0,1
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,7.65,7.5,430.2,0.02,16.0,0.13,23.9,57.36,0.5,1.0,2.0,5.0,0.22,5.0,11.0,3.0,9.0,9.0,0.0,7.0,0
3.0,5.0,0.0,1.0,0.0,8.0,3.0,0.27,4.0,1.0,0.33,10.0,1.0,0.0,10.0,1.0,3.0,1.0,13.33,9.0,1080.0,0.04,30.0,0.11,60.0,120.0,0.33,2.0,4.0,9.0,0.19,14.0,16.0,7.0,9.0,16.0,9.09,11.0,0
10.0,9.0,2.0,0.0,6.0,14.0,5.0,0.26,6.0,4.0,0.8,17.0,3.0,0.5,19.0,0.0,4.0,0.8,27.45,10.36,2944.2,0.09,62.0,0.1,163.57,284.27,0.6,4.0,7.0,14.0,0.14,29.0,33.0,14.0,10.0,37.0,24.0,19.0,0
8.0,7.0,4.0,3.0,5.0,12.0,4.0,0.1,6.0,4.0,1.0,15.0,1.0,0.0,38.0,2.0,4.0,1.0,56.4,9.9,5533.47,0.19,115.0,0.1,307.42,558.67,0.25,3.0,6.0,13.0,0.07,52.0,63.0,21.0,8.0,58.0,17.39,41.0,1
0.0,9.0,0.0,0.0,1.0,14.0,5.0,0.45,6.0,1.0,0.2,13.0,3.0,0.5,11.0,0.0,4.0,0.8,20.8,5.0,520.0,0.03,26.0,0.2,28.89,104.0,0.6,4.0,7.0,10.0,0.33,10.0,16.0,8.0,8.0,15.0,8.33,11.0,0
2.0,3.0,0.0,0.0,4.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,11.0,0.0,1.0,0.5,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.5,1.0,2.0,6.0,0.1,15.0,20.0,10.0,8.0,20.0,26.67,11.0,0
0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.25,10.0,1.0,0.0,15.0,0.0,4.0,1.0,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.25,0.0,0.0,8.0,0.22,12.0,23.0,9.0,9.0,18.0,6.25,16.0,0
17.0,126.0,4.0,22.0,37.0,224.0,66.0,0.28,106.0,6.0,0.09,232.0,12.0,0.17,217.0,0.0,58.0,0.88,50.27,89.67,404175.61,1.5,713.0,0.01,22454.2,4507.53,0.18,59.0,112.0,168.0,0.21,269.0,444.0,48.0,32.0,307.0,21.38,239.0,1
12.0,1.0,2.0,2.0,25.0,0.0,1.0,0.07,0.0,1.0,1.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,39.26,8.24,2662.74,0.11,68.0,0.12,147.93,323.33,1.0,0.0,0.0,4.0,0.02,28.0,40.0,17.0,10.0,54.0,67.5,15.0,0
76.0,3.0,3.0,180.0,77.0,4.0,2.0,0.0,2.0,2.0,1.0,240.0,1.0,0.0,240.0,0.0,2.0,1.0,239.57,61.05,892966.69,4.88,2276.0,0.02,49609.26,14626.18,0.5,1.0,2.0,240.0,0.0,928.0,1348.0,76.0,10.0,576.0,51.71,420.0,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,11.65,4.0,186.42,0.02,13.0,0.25,10.36,46.6,1.0,0.0,0.0,2.0,0.2,4.0,9.0,4.0,8.0,5.0,0.0,3.0,0
2.0,21.0,3.0,2.0,4.0,28.0,11.0,0.33,8.0,7.0,0.64,36.0,9.0,0.8,31.0,0.0,7.0,0.64,22.26,23.57,12367.03,0.17,108.0,0.04,687.06,524.66,0.82,10.0,16.0,27.0,0.27,44.0,64.0,14.0,15.0,41.0,16.21,33.0,0
10.0,7.0,7.0,0.0,13.0,8.0,4.0,0.17,2.0,4.0,1.0,29.0,4.0,1.0,23.0,0.0,4.0,1.0,41.58,21.64,19463.36,0.3,174.0,0.05,1081.3,899.57,1.0,3.0,4.0,27.0,0.08,68.0,106.0,22.0,14.0,51.0,36.11,23.0,0
2.0,3.0,0.0,2.0,1.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,2.0,1.0,17.6,5.63,556.83,0.03,26.0,0.18,30.93,98.99,0.5,1.0,2.0,6.0,0.13,15.0,11.0,8.0,6.0,16.0,25.0,11.0,0
1.0,7.0,0.0,0.0,4.0,10.0,4.0,0.33,4.0,1.0,0.25,13.0,3.0,0.67,12.0,0.0,4.0,1.0,22.55,6.82,1048.17,0.05,35.0,0.15,58.23,153.73,0.75,3.0,5.0,11.0,0.18,15.0,20.0,11.0,10.0,22.0,25.0,12.0,0
43.0,47.0,8.0,0.0,4.0,12.0,41.0,0.26,4.0,32.0,0.78,140.0,5.0,0.1,157.0,0.0,33.0,0.8,51.17,115.74,685433.12,1.97,842.0,0.01,38079.62,5922.14,0.12,4.0,6.0,101.0,0.2,375.0,467.0,81.0,50.0,206.0,2.48,157.0,1
8.0,21.0,5.0,15.0,14.0,40.0,1.0,0.01,20.0,1.0,1.0,51.0,1.0,0.0,68.0,0.0,1.0,1.0,69.63,29.3,59767.66,0.68,340.0,0.03,3320.43,2040.0,1.0,10.0,20.0,42.0,0.01,162.0,178.0,47.0,17.0,110.0,29.9,83.0,0
3.0,3.0,2.0,0.0,1.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,2.0,1.0,16.18,6.43,668.57,0.03,26.0,0.16,37.14,104.0,0.5,1.0,2.0,6.0,0.14,10.0,16.0,7.0,9.0,14.0,11.11,8.0,0
62.0,17.0,4.0,2.0,14.0,28.0,9.0,0.24,12.0,6.0,0.67,36.0,1.0,0.0,36.0,0.0,9.0,1.0,42.0,16.71,11734.6,0.23,138.0,0.06,651.92,702.07,0.11,8.0,14.0,29.0,0.08,54.0,84.0,21.0,13.0,117.0,30.77,38.0,0
7.0,21.0,0.0,4.0,14.0,40.0,11.0,0.18,20.0,1.0,0.09,47.0,1.0,0.0,58.0,0.0,9.0,0.82,19.48,39.6,30550.67,0.26,173.0,0.03,1697.26,771.48,0.09,10.0,20.0,38.0,0.13,66.0,107.0,10.0,12.0,85.0,23.68,62.0,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,3.57,4.0,57.06,0.0,9.0,0.25,3.17,14.26,1.0,0.0,0.0,2.0,0.14,4.0,5.0,1.0,2.0,7.0,0.0,6.0,0
4.0,19.0,10.0,1.0,4.0,20.0,10.0,0.29,2.0,1.0,0.1,31.0,10.0,1.0,34.0,0.0,2.0,0.2,49.41,11.7,6763.77,0.19,119.0,0.09,375.76,578.1,1.0,9.0,10.0,23.0,0.23,52.0,67.0,20.0,9.0,44.0,12.82,35.0,0
3.0,6.0,2.0,4.0,1.0,0.0,5.0,0.17,0.0,5.0,1.0,12.0,1.0,0.0,25.0,0.0,5.0,1.0,37.3,10.94,4464.77,0.14,84.0,0.09,248.04,408.07,0.2,0.0,0.0,9.0,0.14,31.0,53.0,17.0,12.0,37.0,16.67,29.0,0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.22,4.5,45.0,0.0,10.0,0.22,2.5,10.0,1.0,0.0,0.0,3.0,0.08,9.0,1.0,1.0,1.0,13.0,0.0,10.0,0
37.0,161.0,52.0,21.0,64.0,258.0,81.0,0.22,98.0,51.0,0.63,406.0,53.0,0.65,350.0,0.0,45.0,0.56,108.67,79.68,689843.31,2.89,1337.0,0.01,38324.63,8658.06,0.65,80.0,132.0,327.0,0.17,516.0,821.0,68.0,21.0,474.0,19.54,371.0,0
160.0,731.0,21.0,51.0,619.0,1090.0,366.0,0.27,368.0,24.0,0.07,1158.0,290.0,0.79,1317.0,0.0,183.0,0.5,291.06,165.21,7944834.54,16.03,6201.0,0.01,441379.67,48088.06,0.79,361.0,578.0,794.0,0.17,2313.0,3888.0,189.0,27.0,2149.0,33.72,1368.0,1
31.0,39.0,8.0,6.0,58.0,68.0,20.0,0.11,30.0,11.0,0.55,88.0,5.0,0.21,173.0,0.0,11.0,0.55,94.58,43.08,175516.18,1.36,634.0,0.02,9750.9,4074.25,0.25,19.0,34.0,70.0,0.07,236.0,398.0,63.0,23.0,270.0,27.0,179.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,11.07,4.38,211.89,0.02,14.0,0.23,11.77,48.43,1.0,0.0,0.0,3.0,0.25,5.0,9.0,4.0,7.0,4.0,0.0,2.0,0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,2.67,1.5,6.0,0.0,4.0,0.67,0.33,4.0,1.0,0.0,0.0,3.0,0.14,3.0,1.0,1.0,1.0,7.0,0.0,5.0,0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,13.95,2.5,87.17,0.01,11.0,0.4,4.84,34.87,1.0,0.0,0.0,4.0,0.17,4.0,7.0,4.0,5.0,6.0,0.0,2.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,13.2,1.67,36.67,0.01,11.0,0.6,2.04,22.0,1.0,0.0,0.0,2.0,0.08,10.0,1.0,3.0,1.0,13.0,0.0,12.0,0
0.0,7.0,3.0,4.0,0.0,12.0,4.0,0.21,6.0,4.0,1.0,19.0,1.0,0.0,15.0,0.0,4.0,1.0,35.22,11.14,4372.79,0.13,88.0,0.09,242.93,392.43,0.25,3.0,6.0,17.0,0.17,39.0,49.0,14.0,8.0,24.0,21.05,19.0,1
20.0,61.0,25.0,9.0,45.0,96.0,31.0,0.18,36.0,15.0,0.48,137.0,25.0,0.8,164.0,0.0,23.0,0.74,101.2,27.68,77541.6,0.93,447.0,0.04,4307.87,2801.25,0.81,30.0,48.0,108.0,0.13,169.0,278.0,58.0,19.0,240.0,24.77,173.0,0
3.0,3.0,2.0,2.0,1.0,4.0,2.0,0.18,2.0,1.0,0.5,7.0,1.0,0.0,9.0,0.0,2.0,1.0,22.68,9.5,2047.19,0.07,47.0,0.11,113.73,215.49,0.5,1.0,2.0,7.0,0.12,19.0,28.0,12.0,12.0,17.0,25.0,11.0,0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.67,1.5,6.0,0.0,4.0,0.67,0.33,4.0,1.0,0.0,0.0,3.0,0.14,3.0,1.0,1.0,1.0,7.0,0.0,4.0,0
2.0,7.0,2.0,0.0,0.0,10.0,4.0,0.21,4.0,2.0,0.5,13.0,3.0,0.67,19.0,2.0,3.0,0.75,13.26,19.0,4788.17,0.08,53.0,0.05,266.01,252.01,0.75,3.0,5.0,11.0,0.16,19.0,34.0,9.0,18.0,25.0,0.0,19.0,0
26.0,29.0,16.0,4.0,36.0,46.0,15.0,0.12,18.0,10.0,0.67,80.0,7.0,0.43,121.0,0.0,3.0,0.2,151.61,25.09,95473.55,1.27,569.0,0.04,5304.09,3804.62,0.47,14.0,23.0,67.0,0.08,237.0,332.0,85.0,18.0,189.0,24.84,125.0,1
16.0,21.0,5.0,34.0,2.0,38.0,11.0,0.16,18.0,6.0,0.55,45.0,11.0,1.0,34.0,0.0,7.0,0.64,49.51,16.75,13890.27,0.28,151.0,0.06,771.68,829.27,1.0,10.0,19.0,36.0,0.12,67.0,84.0,30.0,15.0,90.0,51.43,68.0,1
5.0,9.0,4.0,1.0,0.0,10.0,5.0,0.26,4.0,3.0,0.6,18.0,3.0,0.5,18.0,0.0,4.0,0.8,29.68,10.8,3461.78,0.11,62.0,0.09,192.32,320.54,0.6,3.0,5.0,15.0,0.19,27.0,35.0,20.0,16.0,26.0,5.26,19.0,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.2,1.0,3.0,1.0,3.0,5.0,33.33,2.0,0
2.0,7.0,8.0,0.0,5.0,12.0,4.0,0.24,6.0,4.0,1.0,19.0,1.0,0.0,17.0,0.0,4.0,1.0,30.59,6.68,1364.63,0.07,44.0,0.15,75.81,204.33,0.25,3.0,6.0,17.0,0.15,17.0,27.0,14.0,11.0,26.0,22.73,17.0,0
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,6.0,1.0,2.0,1.0,11.23,5.6,352.28,0.02,17.0,0.18,19.57,62.91,0.5,1.0,2.0,5.0,0.18,7.0,10.0,5.0,8.0,11.0,14.29,7.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,6.67,4.5,135.0,0.01,10.0,0.22,7.5,30.0,1.0,0.0,0.0,2.0,0.25,3.0,7.0,2.0,6.0,4.0,0.0,2.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.17,7.0,10.0,7.0,6.0,6.0,0.0,2.0,0
3.0,7.0,0.0,1.0,2.0,10.0,4.0,0.31,4.0,1.0,0.25,11.0,4.0,1.0,12.0,0.0,4.0,1.0,14.0,10.67,1592.95,0.05,34.0,0.09,88.5,149.34,1.0,3.0,5.0,9.0,0.2,16.0,18.0,9.0,12.0,20.0,20.0,13.0,0
2.0,15.0,0.0,2.0,8.0,16.0,8.0,0.44,2.0,1.0,0.13,18.0,8.0,1.0,16.0,0.0,6.0,0.75,30.5,8.33,2118.23,0.08,57.0,0.12,117.68,254.19,1.0,7.0,8.0,12.0,0.27,20.0,37.0,12.0,10.0,30.0,38.46,18.0,0
19.0,81.0,9.0,6.0,55.0,102.0,46.0,0.31,34.0,13.0,0.28,133.0,16.0,0.33,143.0,0.0,29.0,0.63,53.58,91.28,446404.72,1.63,641.0,0.01,24800.26,4890.42,0.35,34.0,59.0,89.0,0.2,275.0,366.0,119.0,79.0,225.0,29.9,149.0,1
4.0,7.0,3.0,2.0,2.0,12.0,4.0,0.09,6.0,2.0,0.5,17.0,1.0,0.0,45.0,0.0,4.0,1.0,35.53,29.11,30097.78,0.34,205.0,0.03,1672.1,1034.09,0.25,3.0,6.0,15.0,0.07,79.0,126.0,19.0,14.0,61.0,8.16,47.0,0
5.0,15.0,8.0,3.0,9.0,28.0,8.0,0.17,14.0,8.0,1.0,34.0,1.0,0.0,45.0,0.0,5.0,0.63,18.07,22.0,8747.58,0.13,92.0,0.05,485.98,397.62,0.13,7.0,14.0,28.0,0.13,36.0,56.0,9.0,11.0,64.0,21.05,48.0,0
44.0,23.0,7.0,3.0,94.0,40.0,12.0,0.08,18.0,6.0,0.5,56.0,7.0,0.55,156.0,0.0,9.0,0.75,70.16,41.11,118581.81,0.96,506.0,0.02,6587.88,2884.42,0.58,11.0,20.0,46.0,0.04,185.0,321.0,36.0,16.0,299.0,38.34,159.0,1
1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.07,0.0,1.0,1.0,3.0,1.0,0.0,14.0,0.0,0.0,0.0,3.87,9.0,313.46,0.01,15.0,0.11,17.41,34.83,1.0,0.0,0.0,4.0,0.06,12.0,3.0,2.0,3.0,17.0,6.67,14.0,0
8.0,1.0,3.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,1.0,9.0,1.0,0.0,34.0,0.0,1.0,1.0,35.96,13.3,6360.5,0.16,117.0,0.08,353.36,478.23,1.0,0.0,0.0,10.0,0.02,38.0,79.0,10.0,7.0,44.0,0.0,34.0,0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,7.0,1.0,0.0,13.0,0.0,2.0,1.0,14.02,7.33,753.86,0.03,27.0,0.14,41.88,102.8,0.5,1.0,2.0,7.0,0.13,11.0,16.0,6.0,8.0,15.0,0.0,13.0,0
4.0,15.0,0.0,3.0,5.0,26.0,8.0,0.23,12.0,1.0,0.13,26.0,1.0,0.0,32.0,0.0,6.0,0.75,23.49,21.5,10857.5,0.17,101.0,0.05,603.19,505.0,0.13,7.0,13.0,20.0,0.17,43.0,58.0,16.0,16.0,47.0,20.0,35.0,1
0.0,7.0,1.0,4.0,0.0,12.0,4.0,0.31,6.0,4.0,1.0,13.0,1.0,0.0,9.0,0.0,4.0,1.0,25.81,8.4,1821.42,0.07,52.0,0.12,101.19,216.84,0.25,3.0,6.0,11.0,0.24,21.0,31.0,10.0,8.0,17.0,30.77,13.0,0
4.0,19.0,6.0,3.0,7.0,36.0,10.0,0.19,18.0,10.0,1.0,42.0,1.0,0.0,50.0,0.0,10.0,1.0,64.01,15.4,15181.16,0.33,184.0,0.06,843.4,985.79,0.1,9.0,18.0,34.0,0.15,84.0,100.0,30.0,11.0,66.0,16.67,53.0,0
